content,final_text,score
woyyy monton kalo ngebagi pemain yg setara dong.. system tuh perbaikin..,woyyy moonton kalo ngebagi main yg tara system itu perbaikin,2
"seru sih seru, tapi emg lucu apa, orang lagi main rank malah keluar sendiri, MOONTON tolong di perbaiki, saya sudah tidak tahan.. 😞",seru sih seru tapi emg lucu apa orang lagi main peringkat malah keluar sendiri moonton tolong di baik saya sudah tidak tahan,3
monnton itu maoknya gimana megices pake di pisah aduh para lu monnton,monnton itu maoknya gimana megices pake di pisah aduh para kamu monnton,1
"setelah game nya di update beberapa fungsi makin jelek, jaringan makin lag padahal kalo main game lain jaringannya lancar lancar aja, please lah moonton gamenya diperbaiki lagi, di tambah lu kalok ngasih musuh itu yang setara sama rank player lah moonton, masa ditabrakin sama rank yang udah jauh di atas player nya, kan gak seimbang, oh iya tolong tambah fitur melihat ID teman moonton, soalnya kita gk bisa lihat ID temen jadi susah kalau akunnya hilang",telah game nya di baru beberapa fungsi makin jelek jaring makin lambat padahal kalo main game lain jaring lancar lancar saja please moonton gamenya baik lagi di tambah kamu kalok beri lawan itu yang tara sama peringkat player moonton masa ditabrakin sama peringkat yang sudah jauh di atas player nya kan tidak imbang oh iya tolong tambah fitur lihat id teman moonton soal kita tidak bisa lihat id temen jadi susah kalau akun hilang,2
"ngasi tim gk perna bener, bkin stres yg main, gmna pemain gk toxik ngasi tim aja gk bener",ngasi tim tidak perna bener bkin stres yg main bagaimana main tidak toxik ngasi tim saja tidak bener,1
"game aneh katanya game strategi, gimana cara main nya kalo tim kita sendiri di kasih tim yang drak sistem semua sedangkan musuh pada jago-jago, ga rekomen buat di download",game aneh kata game strategi gimana cara main nya kalo tim kita sendiri di beri tim yang drak sistem semua sedang lawan pada jagojago tidak rekomen buat di download,1
"akhir² ini udah GK bisa report orang yang troll lagi, alasannya ""konseksi anda lag"". padahal sama sekali nggak!!!",akhir ini sudah tidak bisa report orang yang troll lagi alas konseksi anda lambat padahal sama sekali tidak,1
game nya seru asik,game nya seru asik,5
Nice game,nice game,5
good,good,5
"game yg match matching tidak seimbang,menang 1 kali kalah bisa 5 kali tidak seimbang",game yg tanding matching tidak seimbangmenang kali kalah bisa kali tidak imbang,1
buanyak dark sistemnya!!!,buanyak dark sistem,1
"jaringan bgus, tpi lag mlu. ml bego",jaring bgus tpi lambat mlu mobile legends bego,1
game burik banyak gaya game kok banyak dark sistem nya nih gemana sihh maaf gua kasih bintang satu kalo dark sistem di ban gua kasih bintang lima dahh🚫 gc apus tuhh yang nama nya dark sistem,game burik banyak gaya game banyak dark sistem nya ini gana sihh maaf gua beri bintang satu kalo dark sistem di ban gua beri bintang lima dahh gc apus tuhh yang nama nya dark sistem,1
"Aplikasi ini bagus banget, player nya ramah,dan game nya tidak banyak bug dan dalam permainan ini seimbang. game ini juga suka berbagi seperti berbagi skin bintang dan Hero apa lagi di bulan Ramadhan beuhh kacau mennnn,baik banget 🥰👍. tapi mas montoon kalo ada bug udah viral paling cepat 2 hari hilangin la bug nya lag kami cape cepet montoon kalau gk jadi malas kami mainnya",aplikasi ini bagus banget player nya ramahdan game nya tidak banyak salah dan dalam main ini imbang game ini juga suka bagi seperti bagi tampil bintang dan pahlawan apa lagi di bulan ramadhan beuhh kacau mennnnbaik banget tapi mas montoon kalo ada salah sudah viral paling cepat hari hilangin la salah nya lambat kami capek cepet montoon kalau tidak jadi malas kami main,5
stuck loading screen pas mulai udah re instal tetep aama,stuck loading screen pas mulai sudah re instal tetep aama,1
sangat bagus saya suka game ini,sangat bagus saya suka game ini,5
"Sakit hati gua Moonton, lu bikin orang kecewa darah tinggi Mulu.",sakit hati gua moonton kamu bikin orang kecewa darah tinggi mulu,1
tiap ngerank pasti ketemu tim beban musuhnya juga hebat hebat moonton jangan pilih kasih lah moonton dasar bikin stress main ml gw pushrank semalaman hasilnya bintang naik turun naik turun terus tolong moonton berikan saya winstreak setidaknya 5x berturut-turut seperti teman saya tolonglah jangan pilih kasih padahal skill main saya udah cukup bagus ini pasti dari moonton agar saya gabisa sampai mythic bikin stress aja saya selaku pemain mobile legend atas nama akun PTR HMMMM,tiap ngerank pasti ketemu tim beban musuh juga hebat hebat moonton jangan pilih beri moonton dasar bikin stress main mobile legends saya pushrank malam hasil bintang naik turun naik turun terus tolong moonton ikan saya winstreak tidak x berturutturut seperti teman saya tolong jangan pilih beri padahal skill main saya sudah cukup bagus ini pasti dari moonton agar saya gabisa sampai peringkat tinggi bikin stress saja saya selaku main mobile legenda atas nama akun ptr hmmmm,1
game sekin sudah bagus dan sudah keren meren pas main klasik juga menag kalo gak kalah biyasa tapi ketika goreng cih cih cih buruk tim (Deraksiste) tapi musuh ya jago gua mau cerita gua kan main ml sudah lama tapi setiap apdet kan reset ke epik semua ketika gua main regket seperti biyasa musuh gg tim deraksiste kalo enggak musuh ya imortal kalo egak gelori to gua epik sama gm gua setiap gereg pasi kalah mulu Los terek mu karena tim ya bot pelis muntun kasih gua milik gereding,game sekin sudah bagus dan sudah keren meren pas main klasik juga menag kalo tidak kalah biyasa tapi ketika goreng cih cih cih buruk tim deraksiste tapi lawan ya jago gua mau cerita gua kan main mobile legends sudah lama tapi tiap apdet kan reset ke epik semua ketika gua main regket seperti biyasa lawan hebat tim deraksiste kalo enggak lawan ya imortal kalo egak gori to gua epik sama grandmaster gua tiap gereg pasi kalah mulu los rek mu karena tim ya bot pel muntun beri gua milik gereding,2
"buat liat streaming lancar tapi buat maen game ini ngadat"" kek apa lah jadinya buat main PUBG 20ms masa disini 200ms padahal jelas game sebelah lebih berat",buat liat streaming lancar tapi buat maen game ini ngadat kek apa jadi buat main pubg ms masa sini ms padahal jelas game belah lebih berat,3
game apa ini isinya anomali semua,game apa ini isi anomali semua,5
gamenya banyak dark sistem susah naik imo,gamenya banyak dark sistem susah naik imo,5
tolong y moonton..jangan selalu kasih sy orang yang darkSistem.. capek mainin game ML dan top-up skin.. tpi moonton selalu ngasih random DarkSistem..,tolong y moontonjangan selalu beri sy orang yang darksistem capek mainin game mobile legends dan topup tampil tpi moonton selalu beri random darksistem,1
"stock player darksistem terlalu banyak, ada di setiap rank, pembagian tim tidak adil, tim lawan yang waras 4, sedangkan tim sendiri yang waras cuma 1",stock player darksistem terlalu banyak ada di tiap peringkat bagi tim tidak adil tim lawan yang waras sedang tim sendiri yang waras cuma,1
"Makasih buat semua nya min, akun ml saya udh gbisa di akses lagi. minta bantuan sama cs game nya gabisa. saya Galih saya pamit min, makasih 2 thn nyaaa udh mau nemenin",makasih buat semua nya admin akun mobile legends saya sudah gbisa di akses lagi minta bantu sama cs game nya gabisa saya galih saya pamit admin makasih thn nyaaa sudah mau nemenin,3
jangan main banyak dari sistem nyesel lu ntr mainnya lose trick melulu apa lagi ketemu tim epic beh sakit banget game perusak mental,jangan main banyak dari sistem nyesel kamu ntr main lose trick melulu apa lagi ketemu tim peringkat rendah beh sakit banget game usak mental,1
game rusak capek gw dari pagi gw push ketemu dark sistem capek gw setiap main pasti mvp tapi tim coklat dari pagi sampai pagi gw main malah turun,game rusak capek saya dari pagi saya naik ketemu dark sistem capek saya tiap main pasti mvp tapi tim coklat dari pagi sampai pagi saya main malah turun,2
sangat menghibur di waktu luang...the best game,sangat hibur di waktu luangthe baik game,5
"MAKIN LAMA MAKIN PARAH BANYAK BUG,DAN SAYA MENJUMPAKAN COMPUTER DI TEAM SAYA TIDAK BERKONTRIBUSI DAN TIDAK KOMNUKASI,SAYA SUDAH MAIN DARI PAGI JAM 9 SAMPE JAM 11 MALAM BINTANG SAYA TETAP SAJA SAYA PUNYA SS AN BEFORE DAN AFTER SAYA SADAR GAME INI CUMA MENGHABISKAN WAKTU,KARENA BANYAK ANAK ANAK FOMO BERMAIN GAME ONLINE YANG MENJADI KEMENTALAN SOSMED,SEBAIKNYA GAME INI TIDAK USAH DI MAINKAN KARENA SISTEM NYA TIDAK ADIL ADALAH LAYLA ROAM ADALAH VEXANA HYPER AD JUGA DI REKOMENDASIKAN SABER ROAM HADEH",makin lama makin buruk banyak bugdan saya jumpa computer di team saya tidak kontribusi dan tidak komnukasisaya sudah main dari pagi jam sampe jam malam bintang saya tetap saja saya punya ss an before dan after saya sadar game ini cuma habis waktukarena banyak anak anak fomo main game online yang jadi mental sosmedsebaiknya game ini tidak usah di main karena sistem nya tidak adil adalah layla roam adalah vexana hyper ad juga di rekomendasi saber roam hadeh,1
game nya kikir😊😊,game nya kikir,5
game nya seru cuman tim trrol Mulu main nya gw dah bener malah kalah Mulu game kikirrr kan jadi nya males lama²gua apus juga nih game,game nya seru cuman tim trrol mulu main nya saya sudah bener malah kalah mulu game kikirrr kan jadi nya males lama gua apus juga ini game,2
"gamenya seru tapi banyak aku juga aku juga main game suka lag terus pipinya padahal wi-fi-nya bagus nah terus itu nggak ada bacaan buat pengaturannya abis itu ngekek padahal saya pakai mode itu rendah bukan mode tinggi ataupun ultra terus ngeglich atau bug nya ga bisa keluar game terus ga bisa beli Hero atau pun ambil kado kado ,tolong perbaiki moonton yang bener dong bikin game",gamenya seru tapi banyak saya juga saya juga main game suka lambat terus pipi padahal wifinya bagus nah terus itu tidak ada baca buat atur abis itu ngekek padahal saya pakai mode itu rendah bukan mode tinggi atau ultra terus ngeglich atau salah nya tidak bisa keluar game terus tidak bisa beli pahlawan atau pun ambil kado kado tolong baik moonton yang bener bikin game,1
bagus,bagus,5
"kenapa aku kasih satu bintang game ini buat semua para pemain game ini emosi main rank kalau kalah turun bintang!! ya kasih keringanan,,di atas kill sepuluh bintangnya tdk turun,,spya tdk bikin para pemain termasuk aku jua emosi sudh berjuang semak² mungkin kill banyak tpi bintang turun jdi pembaharuan nntii itu sja yg aku mau kill di atas sepuluh bintangnya tdk turun terimakasih 🙏",kenapa saya beri satu bintang game ini buat semua para main game ini emosi main peringkat kalau kalah turun bintang ya beri keringanandi atas kill puluh bintang tidak turunspya tidak bikin para main masuk saya jua emosi sudh juang semak mungkin kill banyak tpi bintang turun jdi baharu nntii itu sja yg saya mau kill di atas puluh bintang tidak turun terimakasih,1
game gak bagus jelek masa si beri kalah terus udah hampir 10 kali kalo di bilang salah gua gak mungkin karna awal saya menang 6 kali ber turut turut,game tidak bagus jelek masa si beri kalah terus sudah hampir kali kalo di bilang salah gua tidak mungkin karna awal saya menang kali ber turut turut,1
tetap saja tidak ada perubahan...game ini selalu memilihkan team tidak imbang...dan banyak orang yg sudah meninggalkan game ini karena bosan tidak ada tanggapan dari developer yg bodoh,tetap saja tidak ada perubahangame ini selalu pilih team tidak imbangdan banyak orang yg sudah tinggal game ini karena bosan tidak ada tanggap dari developer yg bodoh,1
"tolong lah developer sistem pencarian tim nya diperbaiki capek gw naik turun rank mulu, masa iya tim sama lawan yang gw dapet gak pernah imbang mulu gw capek, gendong tim gw mulu diperbaiki lagi dong masa iya game udah rame dan jadi sukses tapi sistem gak gitu"" aja",tolong developer sistem cari tim nya baik capek saya naik turun peringkat mulu masa iya tim sama lawan yang saya dapet tidak pernah imbang mulu saya capek gendong tim saya mulu baik lagi masa iya game sudah rame dan jadi sukses tapi sistem tidak gitu saja,1
"game tidak guna kasih tim beban, tololnya minta ampun saran gw kalok mau main game ini siap aja kena mental lu main game ini",game tidak guna beri tim beban tolol minta ampun saran saya kalok mau main game ini siap saja kena mental kamu main game ini,1
mantap 🥴,mantap,5
gamenya bagus bisa mabar,gamenya bagus bisa mabar,5
kenapa gua sekali menang dikasih tim yang dark system Mulu,kenapa gua sekali menang kasih tim yang dark system mulu,2
saya kesal setelah season jadi susah untuk menaikkan bintang dan itupun setelah menang pas main lagi malah kalah cape gitu terus padahal asik game nya tapi membuat seseorang darah tinggi kenapa setelah saya update baru ada tulisan penyelesaian download????,saya kesal telah season jadi susah untuk naik bintang dan itu telah menang pas main lagi malah kalah capek gitu terus padahal asik game nya tapi buat orang darah tinggi kenapa telah saya baru baru ada tulis selesai download,3
ini ke 5x saya ulas game buruk sekali malah menguras pikiran main game ini dapet team nub muluu 100mach tidak keluar dari epic padahal sesi baru di epic 3 gilaaa sampe 100mach belum selesai tuh di epic game buruk sangar buruk,ini ke x saya ulas game buruk sekali malah uras pikir main game ini dapet team nub muluu mach tidak keluar dari peringkat rendah padahal sesi baru di peringkat rendah gilaaa sampe mach belum selesai itu di peringkat rendah game buruk sangar buruk,1
game nya bagus tapi setiap war itu sinya 90 puluh itu suka langsung susah soalnya terlalu berat game ini dan monton kalo ngasih tim yang setara jangan di satukan sama player g jelas,game nya bagus tapi tiap war itu sinya puluh itu suka langsung susah soal terlalu berat game ini dan moonton kalo beri tim yang tara jangan di satu sama player g jelas,2
"ini kenapa habis season sinyal server lu jadi ngelag banget moonton, gua dah pake wifi tetep aja ngelag 👎",ini kenapa habis season sinyal server kamu jadi ngelag banget moonton gua sudah pake wifi tetep saja ngelag,1
"jangan skin yang dibanyakin ,tapi bnerin juga ke stabilan sinyal ...",jangan tampil yang dibanyakin tapi bnerin juga ke stabil sinyal,1
keren,keren,5
bagussssssssssss,bagussssssssssss,5
jangan di dowlod ngerusak otak,jangan di dowlod ngerusak otak,1
"moonton ajg kenapa si ini setiap menang terus min lagi pasti kalah kenapa coba mohon di jawab pliss,,",moonton anjing kenapa si ini tiap menang terus admin lagi pasti kalah kenapa coba mohon di jawab pliss,1
game sampah makin hari makin banyak bott ngk jelasss cuihhh...,game sampah makin hari makin banyak bott ngk jelasss cuihhh,1
ml baik aku suka ml dan ml tidak pernah pelit dan di ml aku mendapatkan banyak teman dan ml baik memban tu ku ke epik ml murah hati ml membuat efen dm kuning lagi dan ml membantu ku mendapat kan hero dan senin yang ku suka sebab itu aku suka ml dan ml mem bantu ku viktoriy ml selau memberi tim bagus untuk nge pus makasi ml,mobile legends baik saya suka mobile legends dan mobile legends tidak pernah pelit dan di mobile legends saya dapat banyak teman dan mobile legends baik ban tu ku ke epik mobile legends murah hati mobile legends buat efen dm kuning lagi dan mobile legends bantu ku dapat kan pahlawan dan senin yang ku suka sebab itu saya suka mobile legends dan mobile legends mem bantu ku viktoriy mobile legends selau beri tim bagus untuk nge pus makas mobile legends,5
saya sangat menyukainya,saya sangat suka,5
saya udah lama banget main game ini tapi game ini ada kekurangan dari dulu hingga sekarang masih belum diperbaiki adalah matc,saya sudah lama banget main game ini tapi game ini ada kurang dari dulu hingga sekarang masih belum baik adalah matc,4
"pantes bnyak yg pindah game game kikir ga da yg mau,mna dksi ls mlu lgi mending pindah game",pantes bnyak yg pindah game game kikir tidak da yg maumna dksi ls mlu lgi mending pindah game,1
ok,ok,5
tolong jaringan nya di perbaiki,tolong jaring nya di baik,5
"ml udh nemenin saya dari dulu terimakasih banget, but kenapa sekarang ml banyak bug nya? jadi susah buat main tolong monton di gubris hilangkan bug² nyaa.",mobile legends sudah nemenin saya dari dulu terimakasih banget but kenapa sekarang mobile legends banyak salah nya jadi susah buat main tolong moonton di gubris hilang bug nya,5
ml paling terbaik trmksh moonton,mobile legends paling baik trmksh moonton,5
event hp zonk,acara hp buruk,5
saya mau montoon perbaiki sistem laporan kenapa sistem laporan saya tidak stabil padahal ping saya sudah berwarna ijo dan montoon juga gk tau caranya bedain dark sistem mereka dengan publik yang sedang berusaha?,saya mau montoon baik sistem lapor kenapa sistem lapor saya tidak stabil padahal ping saya sudah warna ijo dan montoon juga tidak tau cara bedain dark sistem mereka dengan publik yang sedang usaha,1
"makin lama makin burik aja... leg banget patah""",makin lama makin burik saja lag banget patah,1
Seru,seru,5
woi moonton kasih lah gua premium starlight udh 2 kali gua gacha sampe 500dm total 1000 dm dikasih yg biasa rugi gua tau gitu mending beli langsung,woi moonton beri gua premium starlight sudah kali gua gacha sampe dm total dm kasih yg biasa rugi gua tau gitu mending beli langsung,1
boleh,boleh,5
keren,keren,5
"Tolong match making nya di bikin seimbang sering kali bertemu player yang main troll dan sering kalo afk, game kikir mending main game sebelah, game tololl banyak publik gabisa main mending main hok kalo ga wild rift",tolong tanding making nya di bikin imbang sering kali temu player yang main troll dan sering kalo keluar main game kikir mending main game belah game tololl banyak publik gabisa main mending main hok kalo tidak wild rift,1
seru banget game nya dan heronya bagus bagus bet,seru banget game nya dan hero bagus bagus bet,5
"kenapa ya susah banget naikkin rank sekarang dan juga tim yang gk bisa ber kontribusi sesama tim nya contoh: ngetroll,afk,dan lain² nya memang karena sistem nya gini atau disengajakan? hal ini membuat pemain lain yang sudah mahir bermain menjadi kesusahan dikarenakan tim nya yang tidak bisa diandalkan. Dear Moonton semoga dibaca.",kenapa ya susah banget naikkin peringkat sekarang dan juga tim yang tidak bisa ber kontribusi sama tim nya contoh ngetrollafkdan lain nya memang karena sistem nya gin atau sengaja hal ini buat main lain yang sudah mahir main jadi susah karena tim nya yang tidak bisa andal dear moonton moga baca,2
tolong buat monton terhormat player yg baru main dan Masi rank rendah jangan di kasi masuk ke player solo masa rank legends 1 di kasi kawan master epic kan dodol baru lawan full legends 1 semua,tolong buat moonton hormat player yg baru main dan mas peringkat rendah jangan di kasi masuk ke player solo masa peringkat legends di kasi kawan master peringkat rendah kan dodol baru lawan full legends semua,1
game nya seru dan asik,game nya seru dan asik,5
game burik,game burik,1
aduh kurang in tuh dark sistem nya jgan cuma even baru doang,aduh kurang in itu dark sistem nya jgan cuma even baru doang,2
ok,ok,5
game ya bagus cuman gua sering banget kena bug di saat2 ga tepat muncul tuh bug males gua jadi nya bug ny bug ms ya,game ya bagus cuman gua sering banget kena salah di saat tidak tepat muncul itu salah males gua jadi nya salah ny salah ms ya,3
"moonton tolong dongg jangan turunin kredit skorr saya teruss, sebenernya saya enggak mau afk tapi hp saya ngframe setiap draft pick, ga bisa di pencet sama sekali, mau ga mau relog habis itu balik lagi, itupun balik lagi butuh waktu 3-5 menitt ujung ujungnya keitung afk, capek banget dari kemarin² main ml cuman naikin kredit skor.setiap main rank sematch pasti gitu ngeframe terus keitung afk, rank saya jadi ngestack gara gara kredit skor moonton,nasip hp kentang 😢",moonton tolong dongg jangan turunin kredit skorr saya teruss sebenernya saya enggak mau keluar main tapi hp saya ngframe tiap draft pick tidak bisa di pencet sama sekali mau tidak mau relog habis itu balik lagi itu balik lagi butuh waktu menitt ujung ujung keitung keluar main capek banget dari kemarin main mobile legends cuman naikin kredit skorsetiap main peringkat sematch pasti gitu ngeframe terus keitung keluar main peringkat saya jadi ngestack gara gara kredit skor moontonnasip hp kentang,1
"isinya dark sistem benerin lagi tuh game, pelit gk ada seru serunya selalu lose streak yg ada nambah dosa jangan download",isi dark sistem benerin lagi itu game pelit tidak ada seru seru selalu lose streak yg ada nambah dosa jangan download,1
saya sangat menyukai game ini hii beri diamond gratisan dong monton,saya sangat suka game ini hii beri diamond gratis moonton,5
kenapa poin skor ku Nga naik padahal aku udah top up 2 kali,kenapa poin skor ku nga naik padahal saya sudah top up kali,5
sangat baguuuuuuus!!,sangat baguuuuuuus,5
game nya bagus banget dan grafik nya bagus,game nya bagus banget dan grafik nya bagus,5
mantap,mantap,5
ketemu dark sistem bae gk dikasih mitik glory setiap season mentok di honor bae,ketemu dark sistem bae tidak kasih mitik glory tiap season mentok di hormat bae,3
mantap & terima kasih.. dada mobile lagend aku main lagi,mantap terima beri dada mobile lagend saya main lagi,5
hapus Eodoraaaa montonn meresahkan,hapus eodoraaaa montonn resah,2
polllll👍👍👍👍👏👏👏,polllll,5
woy itu serverya di perbaiki dong wifi aman + pake data masih aja leg benerin dong,woy itu serverya di baik wifi aman pake data masih saja lag benerin,1
kenapa lawan nya gak sesuai,kenapa lawan nya tidak sesuai,1
game luar biasa,game luar biasa,5
seru sekali untuk menunggu lanjut sekolah,seru sekali untuk tunggu lanjut sekolah,5
ml anjeng gua kalah mulu coooookkkkkkkkk,mobile legends anjeng gua kalah mulu coooookkkkkkkkk,1
"event,skin baru,Hero baru di urus..server jaringan ga di urus..males lama lama main mobile legend sinyal hijau Tpi bug mulu",eventskin baruhero baru di urusserver jaring tidak di urusmales lama lama main mobile legenda sinyal hijau tpi salah mulu,1
bagosss,bagosss,5
"Taeeeee, dark system ga ngotak, cape, star protec ga guna (lu punya star atau sejenisnya makin sering kalah), power di game ada yg ga beres, lu ngereport orang.. fix Winrate lu diancurin darksystem trus gunanya apa juga report player ga bener, matchmaking tim ga beres ga imbang, dlu bs winstreak 10-12 skrg setelah 5 lgsg Darksystem nyala asu, moga yg buat, pencetus dll darksystem hati"" karma bikin orang susah aja ga adil ini systemnya",taeeeee dark system tidak ngotak capek star protec tidak guna kamu punya star atau jenis makin sering kalah power di game ada yg tidak beres kamu ngereport orang pasti winrate kamu diancurin darksystem terus guna apa juga report player tidak bener matchmaking tim tidak beres tidak imbang dlu bs winstreak sekarang telah lgsg darksystem nyala asu moga yg buat cetus dll darksystem hati karma bikin orang susah saja tidak adil ini systemnya,1
mantao 👍,mantao,5
"sorry moontoon, i must give a bad bad bad results. ga make sense cog matchmaking nya, sorry gw pindah sebelah, ga pernah bener game ini buat match making. ga becus!",sorry moontoon i must give a bad bad bad results tidak make sense cog matchmaking nya sorry saya pindah belah tidak pernah bener game ini buat tanding making tidak becus,1
saya menyukainya,saya suka,4
Muantep lah,muantep,1
game nya gk bikin lag,game nya tidak bikin lambat,5
𝕚 𝕝𝕚𝕜𝕖 𝕥𝕙𝕖 𝕘𝕒𝕞𝕖,   ,5
hebat gamenya,hebat gamenya,5
mantap,mantap,5
GAMENYA BAGUS SEKALI,gamenya bagus sekali,5
di season ini sistem nya tambah ga jelas. sering lag jaringan ping ijo mulu. draksistem nya juga makin banyak. tolong perbaiki buat kenyamanan player,di season ini sistem nya tambah tidak jelas sering lambat jaring ping ijo mulu draksistem nya juga makin banyak tolong baik buat nyaman player,1
"sangat bagus, dan menghibur.",sangat bagus dan hibur,5
"seru sih game nya tapi bug nya tolong di hilang in ya moonton,udah muak banget sama bug sinyal dll",seru sih game nya tapi salah nya tolong di hilang in ya moontonudah muak banget sama salah sinyal dll,5
dapat losterk terus setiap mau naik,dapat losterk terus tiap mau naik,1
game kanciang,game kanciang,1
"suka keluar keluar sendiri,dan malah login ulang :(",suka keluar keluar sendiridan malah login ulang,1
WAHH INIII GUAAA UDHHH GKK WARASS SUMPAHH MASAA WIN5KLI TERAKHIRNYA HADEUHH PUSINGGG JDII MALESS MAINNN NOHHHH BACAA NOHHH SYSTEM LUU DOANGG ITUUU KEKK APAA YAKK MENDING MAIN HOK,wahh iniii guaaa udhhh gkk warass sumpahh masaa winkli akhir hadeuhh pusinggg jdii maless mainnn nohhhh bacaa nohhh system luu doangg ituuu kekk apaa yakk mending main hok,1
game burik kek anj jangan di download tolol pelerrrrr,game burik kek anj jangan di download bodoh pelerrrrr,1
monton sensi asli baby lah,moonton sensi asli baby,1
"WOI GUAA EX IMO LU KASIH LAWAN EX IMO+GLOBAL+PENJOKI SEDANGKAN TIM SENDIRI EPIC ABADI MANA JARINGAN BAGUS TIBA2 DELAY SENDIRI, YANG BENER LAH",woi guaa ex imo kamu beri lawan ex imoglobalpenjoki sedang tim sendiri peringkat rendah abadi mana jaring bagus tiba delay sendiri yang bener,1
game nya sangat seru,game nya sangat seru,5
game nya bagus tapi asal maunaik rang satu bintang lagi jumpa anomali,game nya bagus tapi asal maunaik rang satu bintang lagi jumpa anomali,3
"game yang dulu dibangga banggakan sekarang sudah tidak bisa diandalkan karna kehadiran draksytem yang slalu muncul ,,, pantesan lama kelama, an ranting game ini semakin turun ,, lebih enakan game sebelah , mohon ma, af terlalu berat saya memberi bintang buat game ini ,",game yang dulu bangga bangga sekarang sudah tidak bisa andal karna hadir draksytem yang slalu muncul pantesan lama lama an ranting game ini makin turun lebih enak game belah mohon ma af terlalu berat saya beri bintang buat game ini,1
game nya sangat seru tapi kalo sedikit salah kredit skor nya hilang jadi GK bisa main rank,game nya sangat seru tapi kalo sedikit salah kredit skor nya hilang jadi tidak bisa main peringkat,5
Game nya bagus banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!liat ke bawah = gak ada apa apa,game nya bagus banget liat ke bawah tidak ada apa apa,5
BBS BBS BBS (bagus banget loooh)😍,bbs bbs bbs bagus banget loooh,5
bnyak yg cheat sinyal,bnyak yg cheat sinyal,2
game burik ga jelas,game burik tidak jelas,1
game burik,game burik,1
"GAME GAJELAS, MATCHMAKING GA IMBANG DEVELOPER KIKIR",game gajelas matchmaking tidak imbang developer kikir,1
game ini sangat seru dan menantang! juga melatih emosi,game ini sangat seru dan tantang juga latih emosi,5
game ini seru bikin ketagihan mainnya cobain deh seru banget bisa mabar bisa lainnya deh banyak hal yg bisa di lakukan pokonya sekarang download game ini,game ini seru bikin tagih main cobain seru banget bisa mabar bisa lain banyak hal yg bisa di laku poko sekarang download game ini,5
"sekarang tambah jelek, di kasih tim gak pernah bener.",sekarang tambah jelek di beri tim tidak pernah bener,1
game asik,game asik,4
game ini dah rusak makin kesini makin ga menarik selalu di tipu dark sistem aku mau hapus ja dan pindah ke honor of king...bener2 dah bkin muak... data nmbh trus apa2 upgred menu2hi memori ja... dah mles main,game ini sudah rusak makin kesini makin tidak tarik selalu di tipu dark sistem saya mau hapus ja dan pindah ke hormat of kingbener sudah bkin muak data nmbh terus apa upgred menuhi memori ja sudah mles main,1
game asu,game asu,1
terlalu banyak orang yg tidak bisa main,terlalu banyak orang yg tidak bisa main,1
game rusak ga usah download,game rusak tidak usah download,1
gw udh hps krna gk tw knp gw ketemu sama drak sistem mlu,saya sudah hps krna tidak tw knp saya ketemu sama drak sistem mlu,1
bagus aja sih,bagus saja sih,1
Game banyak dark sistem nya Selalu banyak yg ngetrol belajar Hero di rank mending maen h o k aja jangan maen ml sama banyak yg ngetrol maen pake chip buka buka portal trus bikin ngelag tim aja mohon monton buat perbaikan game nya ya mending maen h o k aja atau engga maen ff ml mah game rusak saran mah Jangan maen game ini yah!,game banyak dark sistem nya selalu banyak yg ngetrol ajar pahlawan di peringkat mending maen h o k saja jangan maen mobile legends sama banyak yg ngetrol maen pake chip buka buka portal terus bikin ngelag tim saja mohon moonton buat baik game nya ya mending maen h o k saja atau tidak maen ff mobile legends mah game rusak saran mah jangan maen game ini yah,1
game darksistem banyak bocah modal jokian,game darksistem banyak bocah modal joki,1
sangat bagus,sangat bagus,5
Game nya gak bisa login ngestak di tulisan mobile legend bang bang mohon di perbaiki,game nya tidak bisa login ngestak di tulis mobile legenda bang bang mohon di baik,1
"Game sampah kalo buat game yang bener lah, performa jaringan di benerin buat skin bisa,buat hero baru bisa tapi jaringan rusak, di update malah tambah jelek, Buat moonton tolong dibenerin jaringannya.",game sampah kalo buat game yang bener performa jaring di benerin buat tampil bisabuat pahlawan baru bisa tapi jaring rusak di baru malah tambah jelek buat moonton tolong dibenerin jaring,1
