Tanggal,Jam,Kategori,Jumlah,Keterangan
2024-04-10,13:58:00,rumah,66000,Beli alat pel dan alat kebersihan rumah
2024-04-11,10:45:00,rumah,77000,Perbaikan pipa dan keran air
2024-04-11,21:54:00,belanja,25000,Beli sayur dan buah segar
2024-04-11,12:05:00,belanja,74000,Beli alat elektronik kecil
2024-04-11,16:54:00,kesehatan,90000,Cek kesehatan di klinik
2024-04-11,18:41:00,hiburan,21000,Mengikuti kelas musik atau tari
2024-04-12,19:12:00,tagihan,32000,Bayar layanan kebersihan lingkungan
2024-04-12,21:24:00,lain-lain,18000,Pembelian alat tulis kantor
2024-04-12,08:01:00,hiburan,40000,Nonton bioskop
2024-04-12,13:54:00,pakaian,39000,Beli topi dan sabuk
2024-04-12,17:56:00,hiburan,38000,Bermain di taman rekreasi
2024-04-13,12:18:00,lain-lain,16000,Biaya tak terduga
2024-04-13,13:29:00,makan,47000,Makan di warteg
2024-04-13,07:42:00,pajak,56000,Pelaporan pajak tahunan
2024-04-13,12:08:00,pakaian,38000,Beli pakaian tradisional
2024-04-13,10:41:00,tagihan,34000,Bayar biaya parkir dan sampah
2024-04-14,14:55:00,tagihan,41000,Bayar iuran keamanan lingkungan
2024-04-14,09:23:00,lain-lain,39000,Biaya penitipan anak
2024-04-14,14:44:00,pakaian,54000,Beli sepatu formal
2024-04-15,13:20:00,tagihan,86000,Bayar biaya parkir dan sampah
2024-04-15,08:36:00,pulsa,17000,Bayar tagihan telepon prabayar
2024-04-15,14:00:00,pulsa,10000,Beli voucher game online
2024-04-15,13:22:00,belanja,36000,Belanja perlengkapan sekolah anak
2024-04-15,20:39:00,pajak,53000,Pelaporan pajak tahunan
2024-04-16,17:11:00,makan,21000,Jajan cemilan pasar
2024-04-16,13:33:00,makan,12000,Makan malam di restoran
2024-04-16,12:40:00,asuransi,91000,Bayar premi asuransi perjalanan
2024-04-16,15:04:00,loundry,15000,Bersihkan karpet rumah
2024-04-17,20:04:00,rumah,63000,Service dan perawatan AC
2024-04-17,07:41:00,tagihan,47000,Bayar tagihan internet dan WiFi
2024-04-17,11:26:00,pulsa,10000,Bayar tagihan telepon prabayar
2024-04-18,06:47:00,makan,30000,Beli lauk pauk untuk keluarga
2024-04-18,19:57:00,loundry,16000,Loundry pakaian anak
2024-04-18,06:56:00,pulsa,6000,Beli kuota internet tambahan
2024-04-18,10:32:00,pakaian,32000,Beli pakaian dalam
2024-04-18,11:11:00,asuransi,87000,Pembayaran klaim asuransi
2024-04-19,16:40:00,tagihan,46000,Bayar tagihan gas elpiji
2024-04-19,18:25:00,lain-lain,16000,Biaya tak terduga
2024-04-19,14:24:00,tagihan,88000,Bayar layanan kebersihan lingkungan
2024-04-19,12:58:00,belanja,78000,Beli pakaian baru
2024-04-19,06:08:00,lain-lain,10000,Biaya perizinan dan administrasi
2024-04-20,18:54:00,asuransi,63000,Bayar premi asuransi pendidikan anak
2024-04-20,18:36:00,lain-lain,14000,Pembelian souvenir acara keluarga
2024-04-20,16:08:00,loundry,10000,Setrika pakaian kerja
2024-04-20,06:36:00,pulsa,17000,Beli pulsa untuk perangkat IoT
2024-04-21,07:40:00,lain-lain,49000,Hadiah ulang tahun keluarga
2024-04-21,13:13:00,tagihan,91000,Bayar iuran keamanan lingkungan
2024-04-21,16:44:00,asuransi,91000,Biaya administrasi asuransi
2024-04-21,11:41:00,makan,42000,Beli makanan online lewat aplikasi
2024-04-21,09:59:00,pulsa,16000,Top up e-wallet GoPay/Ovo/Dana
2024-04-22,07:19:00,asuransi,60000,Bayar premi asuransi usaha
2024-04-22,13:09:00,makan,33000,Makan siang di kantin
2024-04-22,15:11:00,lain-lain,31000,Sedekah ke masjid atau panti asuhan
2024-04-22,09:35:00,pulsa,6000,Beli kuota internet tambahan
2024-04-23,20:14:00,belanja,28000,Beli souvenir dan hadiah
2024-04-23,20:58:00,makan,39000,Beli makanan online lewat aplikasi
2024-04-23,11:40:00,lain-lain,41000,Donasi bencana alam
2024-04-23,21:01:00,rumah,98000,Perbaikan atap rumah bocor
2024-04-23,09:59:00,makan,41000,Makan siang di kantin
2024-04-24,18:32:00,rumah,78000,Service dan perawatan AC
2024-04-24,15:17:00,asuransi,80000,Biaya administrasi asuransi
2024-04-24,17:44:00,kesehatan,54000,Pembelian masker dan hand sanitizer
2024-04-25,06:26:00,pajak,54000,Pelaporan pajak tahunan
2024-04-25,15:43:00,pajak,65000,Bayar pajak usaha
2024-04-25,11:38:00,loundry,29000,Loundry pakaian berbahan khusus
2024-04-25,17:55:00,pajak,85000,Pelunasan denda pajak
2024-04-26,08:47:00,asuransi,93000,Biaya administrasi asuransi
2024-04-26,20:05:00,pajak,81000,Pelaporan pajak tahunan
2024-04-26,07:41:00,pakaian,53000,Beli pakaian muslim
2024-04-26,16:47:00,kesehatan,33000,Konsultasi dokter umum
2024-04-26,16:44:00,pakaian,37000,Beli baju kerja dan seragam
2024-04-27,06:56:00,pulsa,5000,Isi ulang pulsa telepon
2024-04-27,18:25:00,pajak,83000,Bayar pajak hotel dan restoran
2024-04-27,20:15:00,tagihan,72000,Bayar tagihan gas elpiji
2024-04-28,19:40:00,tagihan,35000,Bayar tagihan internet dan WiFi
2024-04-28,10:22:00,makan,15000,Beli makanan online lewat aplikasi
2024-04-28,20:17:00,rumah,94000,Perbaikan atap rumah bocor
2024-04-28,10:55:00,pakaian,36000,Beli baju anak-anak
2024-04-29,11:22:00,rumah,79000,Perbaikan pipa dan keran air
2024-04-29,15:38:00,pulsa,17000,Beli paket data internet
2024-04-29,15:02:00,pulsa,7000,Beli pulsa untuk perangkat IoT
2024-04-29,21:04:00,hiburan,10000,Beli buku novel dan komik
2024-04-30,13:10:00,pakaian,47000,Beli jaket dan sweater
2024-04-30,10:19:00,pulsa,10000,Beli paket SMS dan telepon
2024-04-30,09:38:00,pulsa,11000,Isi ulang pulsa telepon
2024-04-30,18:01:00,loundry,23000,Loundry pakaian berbahan khusus
2024-04-30,19:09:00,pakaian,60000,Beli jaket dan sweater
2024-05-01,07:45:00,loundry,16000,Loundry pakaian olahraga
2024-05-01,20:09:00,makan,25000,Makan malam di restoran
2024-05-01,13:34:00,belanja,54000,Beli pakaian baru
2024-05-02,09:21:00,makan,48000,Makan malam di restoran
2024-05-02,17:49:00,makan,46000,Makan siang di kantin
2024-05-02,14:06:00,belanja,54000,Beli peralatan kebersihan rumah
2024-05-02,06:38:00,pakaian,30000,Beli sepatu formal
2024-05-03,18:24:00,kesehatan,67000,Pembelian obat resep dokter
2024-05-03,16:46:00,lain-lain,11000,Biaya tak terduga
2024-05-03,14:45:00,asuransi,50000,Pembayaran klaim asuransi
2024-05-03,16:38:00,rumah,54000,Service dan perawatan AC
2024-05-04,06:24:00,rumah,89000,Perbaikan instalasi listrik rumah
2024-05-04,19:10:00,makan,37000,Beli gorengan di sekolah
2024-05-04,13:34:00,hiburan,16000,Langganan majalah hiburan
2024-05-05,20:28:00,asuransi,56000,Perpanjangan asuransi rumah
2024-05-05,11:33:00,pulsa,9000,Beli paket SMS dan telepon
2024-05-05,07:06:00,rumah,58000,Beli alat pel dan alat kebersihan rumah
2024-05-06,15:37:00,pakaian,69000,Beli baju kerja dan seragam
2024-05-06,14:08:00,pajak,64000,Pelunasan denda pajak
2024-05-06,17:51:00,rumah,86000,Perbaikan instalasi listrik rumah
2024-05-06,11:28:00,tagihan,98000,Bayar tagihan telepon rumah
2024-05-06,06:05:00,tagihan,87000,Bayar biaya parkir dan sampah
2024-05-07,12:37:00,pulsa,5000,Beli voucher TV kabel
2024-05-07,11:03:00,hiburan,14000,Nonton pertunjukan teater atau seni tradisional
2024-05-07,08:13:00,rumah,58000,Beli tirai dan gorden
2024-05-07,09:10:00,kesehatan,56000,Pembelian masker dan hand sanitizer
2024-05-07,07:15:00,lain-lain,39000,Biaya tak terduga
2024-05-08,06:44:00,kesehatan,79000,Vaksinasi anak dan dewasa
2024-05-08,11:14:00,loundry,23000,Loundry seprai dan selimut
2024-05-08,21:25:00,pulsa,15000,Isi ulang pulsa telepon
2024-05-08,19:48:00,makan,34000,Beli nasi bungkus
2024-05-09,14:21:00,pulsa,5000,Beli paket SMS dan telepon
2024-05-09,11:49:00,rumah,88000,Ganti lampu rumah
2024-05-09,07:19:00,makan,40000,Makan siang di kantin
2024-05-10,07:53:00,lain-lain,43000,Transportasi darurat
2024-05-10,21:55:00,pakaian,41000,Beli pakaian muslim
2024-05-10,08:29:00,loundry,29000,Loundry pakaian berbahan khusus
2024-05-10,09:59:00,lain-lain,22000,Biaya perizinan dan administrasi
2024-05-10,17:38:00,asuransi,83000,Bayar premi asuransi jiwa
2024-05-11,18:46:00,tagihan,71000,Bayar iuran keamanan lingkungan
2024-05-11,12:37:00,tagihan,64000,Bayar tagihan internet dan WiFi
2024-05-11,13:24:00,rumah,98000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-05-11,06:54:00,belanja,46000,Beli souvenir dan hadiah
2024-05-12,17:27:00,pulsa,10000,Beli voucher TV kabel
2024-05-12,21:32:00,belanja,21000,Beli pakaian baru
2024-05-12,17:26:00,makan,37000,Jajan cemilan pasar
2024-05-12,19:50:00,rumah,71000,Perbaikan atap rumah bocor
2024-05-13,17:15:00,pakaian,38000,Beli pakaian muslim
2024-05-13,10:31:00,belanja,33000,Belanja kebutuhan rumah tangga
2024-05-13,20:03:00,kesehatan,73000,Cek kesehatan di klinik
2024-05-13,15:36:00,hiburan,45000,Nonton bioskop
2024-05-14,18:51:00,asuransi,70000,Bayar premi asuransi usaha
2024-05-14,13:19:00,kesehatan,59000,Pembelian obat resep dokter
2024-05-14,12:10:00,tagihan,42000,Bayar layanan kebersihan lingkungan
2024-05-14,18:46:00,rumah,58000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-05-15,13:31:00,tagihan,51000,Bayar tagihan internet dan WiFi
2024-05-15,18:05:00,loundry,12000,Loundry seprai dan selimut
2024-05-15,17:18:00,kesehatan,64000,Pembelian masker dan hand sanitizer
2024-05-15,18:57:00,pakaian,74000,Beli baju anak-anak
2024-05-16,10:34:00,pulsa,17000,Beli paket data internet
2024-05-16,21:26:00,kesehatan,88000,Vaksinasi anak dan dewasa
2024-05-16,21:12:00,pajak,84000,Bayar pajak usaha
2024-05-16,13:06:00,belanja,71000,Beli peralatan kebersihan rumah
2024-05-17,20:05:00,pulsa,6000,Isi ulang pulsa telepon
2024-05-17,09:34:00,loundry,13000,Setrika pakaian batik
2024-05-17,07:42:00,tagihan,46000,Bayar biaya parkir dan sampah
2024-05-18,10:23:00,rumah,72000,Beli tirai dan gorden
2024-05-18,12:44:00,pajak,61000,Pelaporan pajak tahunan
2024-05-18,06:51:00,loundry,21000,Loundry pakaian olahraga
2024-05-18,16:33:00,belanja,23000,Belanja perlengkapan mandi
2024-05-18,20:36:00,asuransi,93000,Bayar premi asuransi kesehatan
2024-05-19,16:55:00,makan,48000,Makan siang di kantin
2024-05-19,17:04:00,pulsa,15000,Beli voucher TV kabel
2024-05-19,07:39:00,pajak,54000,Pelunasan denda pajak
2024-05-19,16:24:00,loundry,17000,Cuci pakaian harian
2024-05-20,14:21:00,lain-lain,18000,Transportasi darurat
2024-05-20,18:37:00,rumah,87000,Perbaikan pipa dan keran air
2024-05-20,18:02:00,loundry,11000,Loundry pakaian olahraga
2024-05-21,09:21:00,hiburan,17000,Main game online berbayar
2024-05-21,21:20:00,hiburan,48000,Nonton pertunjukan teater atau seni tradisional
2024-05-21,19:58:00,rumah,57000,Perbaikan atap rumah bocor
2024-05-21,06:40:00,pulsa,11000,Beli paket data internet
2024-05-21,12:45:00,kesehatan,55000,Beli vitamin dan suplemen
2024-05-22,18:40:00,pakaian,67000,Beli topi dan sabuk
2024-05-22,19:23:00,loundry,13000,Cuci pakaian harian
2024-05-22,18:34:00,kesehatan,80000,Terapi pijat dan refleksi
2024-05-23,12:14:00,kesehatan,74000,Pembelian masker dan hand sanitizer
2024-05-23,16:39:00,lain-lain,16000,Biaya tak terduga
2024-05-23,20:03:00,pajak,76000,Bayar pajak usaha
2024-05-23,21:48:00,rumah,73000,Service dan perawatan AC
2024-05-24,13:12:00,lain-lain,41000,Donasi bencana alam
2024-05-24,15:49:00,belanja,55000,Belanja kebutuhan dapur
2024-05-24,15:28:00,makan,16000,Beli gorengan di sekolah
2024-05-25,17:48:00,pakaian,53000,Beli pakaian dalam
2024-05-25,12:29:00,loundry,12000,Setrika pakaian batik
2024-05-25,07:05:00,belanja,24000,Belanja perlengkapan mandi
2024-05-26,15:15:00,pakaian,73000,Beli pakaian dalam
2024-05-26,09:55:00,pakaian,79000,Beli pakaian dalam
2024-05-26,06:31:00,kesehatan,68000,Pembelian masker dan hand sanitizer
2024-05-26,21:36:00,tagihan,74000,Bayar tagihan air PDAM
2024-05-27,11:34:00,hiburan,23000,Beli tiket konser musik
2024-05-27,13:23:00,lain-lain,38000,Donasi bencana alam
2024-05-27,07:04:00,lain-lain,40000,Biaya perizinan dan administrasi
2024-05-27,19:50:00,asuransi,51000,Biaya administrasi asuransi
2024-05-27,13:54:00,loundry,11000,Loundry pakaian anak
2024-05-28,13:19:00,pakaian,49000,Beli topi dan sabuk
2024-05-28,14:24:00,makan,41000,Makan malam di restoran
2024-05-28,07:04:00,kesehatan,96000,Vaksinasi anak dan dewasa
2024-05-28,13:14:00,pajak,61000,Bayar pajak kendaraan bermotor
2024-05-29,20:30:00,kesehatan,56000,Pembelian obat flu dan batuk
2024-05-29,19:27:00,loundry,29000,Bersihkan karpet rumah
2024-05-29,13:53:00,makan,28000,Makan siang di kantin
2024-05-30,12:30:00,asuransi,93000,Biaya administrasi asuransi
2024-05-30,21:00:00,rumah,79000,Beli alat pel dan alat kebersihan rumah
2024-05-30,15:33:00,tagihan,76000,Bayar iuran keamanan lingkungan
2024-05-30,13:22:00,asuransi,78000,Bayar premi asuransi perjalanan
2024-05-30,08:22:00,pulsa,7000,Pembayaran layanan telekomunikasi lainnya
2024-05-31,10:53:00,lain-lain,31000,Donasi bencana alam
2024-05-31,13:50:00,rumah,76000,Beli kursi dan meja baru
2024-05-31,13:20:00,makan,17000,Beli gorengan di sekolah
2024-05-31,06:12:00,lain-lain,19000,Pembelian alat tulis kantor
2024-05-31,11:10:00,tagihan,77000,Bayar tagihan internet dan WiFi
2024-06-01,19:45:00,pajak,84000,Pelaporan pajak tahunan
2024-06-01,16:29:00,kesehatan,78000,Pembelian obat resep dokter
2024-06-01,11:35:00,lain-lain,21000,Pembelian souvenir acara keluarga
2024-06-01,19:35:00,kesehatan,31000,Pemeriksaan laboratorium
2024-06-02,15:27:00,makan,17000,Makan di warteg
2024-06-02,14:07:00,kesehatan,53000,Pembelian masker dan hand sanitizer
2024-06-02,19:53:00,makan,40000,Beli nasi bungkus
2024-06-02,18:40:00,belanja,53000,Beli alat elektronik kecil
2024-06-03,11:21:00,pakaian,70000,Beli kaos dan celana casual
2024-06-03,20:14:00,loundry,19000,Setrika pakaian batik
2024-06-03,12:00:00,kesehatan,88000,Pembelian obat flu dan batuk
2024-06-03,16:21:00,lain-lain,48000,Bayar denda tilang
2024-06-03,07:01:00,pajak,62000,Bayar pajak reklame
2024-06-04,10:04:00,makan,35000,Makan siang di kantin
2024-06-04,07:29:00,pajak,82000,Bayar pajak usaha
2024-06-04,19:20:00,makan,34000,Beli minuman es teh
2024-06-05,15:47:00,pajak,50000,Bayar pajak bumi dan bangunan (PBB)
2024-06-05,18:02:00,hiburan,31000,Bermain di taman rekreasi
2024-06-05,21:36:00,hiburan,49000,Berlangganan Netflix/Disney+
2024-06-05,12:38:00,pulsa,8000,Beli pulsa untuk perangkat IoT
2024-06-05,21:10:00,hiburan,25000,Main game online berbayar
2024-06-06,19:25:00,hiburan,35000,Bermain di taman rekreasi
2024-06-06,12:17:00,hiburan,18000,Mengikuti kelas musik atau tari
2024-06-06,18:49:00,belanja,70000,Beli souvenir dan hadiah
2024-06-07,21:40:00,belanja,34000,Belanja perlengkapan sekolah anak
2024-06-07,11:18:00,lain-lain,38000,Biaya penitipan anak
2024-06-07,21:29:00,pakaian,35000,Beli pakaian tradisional
2024-06-08,17:46:00,loundry,13000,Loundry seragam sekolah
2024-06-08,20:52:00,hiburan,39000,Beli tiket konser musik
2024-06-08,20:03:00,makan,46000,Makan di warteg
2024-06-08,09:04:00,tagihan,94000,Bayar tagihan listrik bulanan
2024-06-09,18:26:00,hiburan,14000,Beli buku novel dan komik
2024-06-09,15:11:00,pakaian,65000,Beli pakaian olahraga
2024-06-09,07:50:00,makan,29000,Beli gorengan di sekolah
2024-06-10,14:47:00,rumah,65000,Ganti lampu rumah
2024-06-10,06:22:00,asuransi,57000,Pembayaran klaim asuransi
2024-06-10,16:01:00,lain-lain,48000,Biaya penitipan anak
2024-06-11,18:32:00,pajak,58000,Bayar pajak listrik usaha
2024-06-11,10:10:00,belanja,26000,Beli pakaian baru
2024-06-11,16:08:00,tagihan,63000,Bayar biaya parkir dan sampah
2024-06-11,20:10:00,rumah,92000,Perbaikan atap rumah bocor
2024-06-11,10:52:00,kesehatan,38000,Pembelian alat kesehatan seperti tensimeter
2024-06-12,15:42:00,pakaian,36000,Beli aksesoris pakaian
2024-06-12,14:29:00,lain-lain,26000,Biaya penitipan anak
2024-06-12,16:57:00,pakaian,72000,Beli kaos dan celana casual
2024-06-12,09:55:00,hiburan,38000,Bermain di taman rekreasi
2024-06-12,10:21:00,loundry,25000,Loundry pakaian olahraga
2024-06-13,13:04:00,loundry,23000,Loundry pakaian olahraga
2024-06-13,07:59:00,hiburan,49000,Beli buku novel dan komik
2024-06-13,18:06:00,lain-lain,21000,Sedekah ke masjid atau panti asuhan
2024-06-13,10:34:00,asuransi,53000,Biaya administrasi asuransi
2024-06-13,10:17:00,pulsa,9000,Bayar tagihan telepon prabayar
2024-06-14,07:52:00,pakaian,41000,Beli pakaian muslim
2024-06-14,17:30:00,pakaian,57000,Beli jaket dan sweater
2024-06-14,06:34:00,lain-lain,37000,Pembelian souvenir acara keluarga
2024-06-15,16:22:00,makan,31000,Makan di warteg
2024-06-15,16:51:00,asuransi,54000,Bayar premi asuransi kendaraan
2024-06-15,12:40:00,asuransi,67000,Bayar premi asuransi kendaraan bermotor
2024-06-16,06:04:00,lain-lain,46000,Biaya perizinan dan administrasi
2024-06-16,08:38:00,pajak,74000,Pelaporan pajak tahunan
2024-06-16,10:24:00,loundry,29000,Loundry seragam sekolah
2024-06-16,21:30:00,tagihan,85000,Bayar tagihan air PDAM
2024-06-16,12:16:00,belanja,57000,Beli peralatan kebersihan rumah
2024-06-17,21:08:00,asuransi,83000,Bayar premi asuransi kendaraan
2024-06-17,15:10:00,kesehatan,57000,Pembelian obat resep dokter
2024-06-17,17:35:00,pajak,73000,Bayar pajak reklame
2024-06-17,14:01:00,lain-lain,47000,Transportasi darurat
2024-06-17,13:03:00,loundry,18000,Setrika pakaian kerja
2024-06-18,17:08:00,tagihan,38000,Bayar tagihan internet dan WiFi
2024-06-18,17:27:00,tagihan,56000,Bayar tagihan TV kabel dan streaming
2024-06-18,20:32:00,pulsa,16000,Beli voucher game online
2024-06-19,18:09:00,asuransi,80000,Biaya administrasi asuransi
2024-06-19,07:25:00,belanja,59000,Belanja kebutuhan dapur
2024-06-19,20:45:00,kesehatan,67000,Beli vitamin dan suplemen
2024-06-19,09:59:00,tagihan,42000,Bayar tagihan internet dan WiFi
2024-06-20,21:16:00,lain-lain,15000,Donasi bencana alam
2024-06-20,06:34:00,makan,21000,Beli gorengan di sekolah
2024-06-20,12:09:00,tagihan,46000,Bayar tagihan TV kabel dan streaming
2024-06-21,11:23:00,tagihan,72000,Bayar layanan kebersihan lingkungan
2024-06-21,18:26:00,makan,34000,Makan di warteg
2024-06-21,20:46:00,belanja,60000,Belanja kebutuhan dapur
2024-06-22,14:42:00,pajak,63000,Bayar pajak kendaraan pribadi
2024-06-22,15:26:00,kesehatan,54000,Pembelian obat resep dokter
2024-06-22,16:24:00,kesehatan,73000,Pemeriksaan laboratorium
2024-06-22,15:24:00,asuransi,65000,Bayar premi asuransi kendaraan
2024-06-23,07:13:00,belanja,40000,Beli alat elektronik kecil
2024-06-23,15:54:00,pulsa,18000,Beli pulsa untuk perangkat IoT
2024-06-23,06:11:00,rumah,75000,Perbaikan atap rumah bocor
2024-06-24,08:35:00,makan,11000,Beli lauk pauk untuk keluarga
2024-06-24,16:51:00,loundry,17000,Bersihkan karpet rumah
2024-06-24,06:16:00,belanja,51000,Beli souvenir dan hadiah
2024-06-24,10:39:00,pakaian,55000,Beli baju kerja dan seragam
2024-06-25,06:37:00,kesehatan,73000,Pembelian obat flu dan batuk
2024-06-25,11:13:00,kesehatan,45000,Pembelian masker dan hand sanitizer
2024-06-25,13:20:00,pulsa,11000,Bayar tagihan telepon prabayar
2024-06-26,13:45:00,hiburan,42000,Berlangganan Netflix/Disney+
2024-06-26,10:15:00,kesehatan,43000,Konsultasi dokter umum
2024-06-26,15:09:00,pakaian,79000,Beli topi dan sabuk
2024-06-27,09:35:00,kesehatan,66000,Pembelian obat resep dokter
2024-06-27,13:10:00,asuransi,96000,Bayar premi asuransi jiwa
2024-06-27,19:52:00,belanja,59000,Belanja bumbu masak
2024-06-27,14:50:00,asuransi,74000,Perpanjangan asuransi rumah
2024-06-27,14:14:00,tagihan,69000,Bayar iuran keamanan lingkungan
2024-06-28,11:47:00,rumah,93000,Ganti lampu rumah
2024-06-28,11:11:00,pajak,57000,Bayar pajak kendaraan pribadi
2024-06-28,18:07:00,tagihan,55000,Bayar langganan majalah/koran
2024-06-28,10:15:00,kesehatan,65000,Vaksinasi anak dan dewasa
2024-06-29,08:28:00,rumah,99000,Service dan perawatan AC
2024-06-29,06:11:00,loundry,15000,Loundry pakaian anak
2024-06-29,11:07:00,loundry,29000,Loundry pakaian anak
2024-06-30,13:43:00,hiburan,22000,Beli buku novel dan komik
2024-06-30,08:30:00,pajak,83000,Pelaporan pajak tahunan
2024-06-30,15:42:00,tagihan,51000,Bayar iuran keamanan lingkungan
2024-06-30,15:49:00,pulsa,5000,Bayar tagihan telepon prabayar
2024-07-01,11:26:00,pulsa,5000,Beli voucher game online
2024-07-01,18:09:00,kesehatan,77000,Konsultasi dokter umum
2024-07-01,18:47:00,rumah,73000,Service dan perawatan AC
2024-07-02,12:42:00,pulsa,5000,Bayar tagihan telepon prabayar
2024-07-02,06:46:00,pajak,95000,Bayar pajak listrik usaha
2024-07-02,15:50:00,loundry,14000,Bersihkan karpet rumah
2024-07-02,16:19:00,makan,18000,Makan malam di restoran
2024-07-03,20:18:00,makan,25000,Beli minuman es teh
2024-07-03,14:35:00,rumah,71000,Perbaikan atap rumah bocor
2024-07-03,09:14:00,pulsa,16000,Beli voucher game online
2024-07-03,17:52:00,tagihan,72000,Bayar tagihan telepon rumah
2024-07-04,17:02:00,belanja,36000,Belanja perlengkapan sekolah anak
2024-07-04,19:40:00,pulsa,9000,Beli paket SMS dan telepon
2024-07-04,17:26:00,rumah,54000,Beli alat pel dan alat kebersihan rumah
2024-07-05,07:58:00,asuransi,99000,Bayar premi asuransi kendaraan bermotor
2024-07-05,08:56:00,hiburan,30000,Langganan majalah hiburan
2024-07-05,14:46:00,rumah,88000,Ganti lampu rumah
2024-07-05,14:27:00,hiburan,25000,Nonton pertunjukan teater atau seni tradisional
2024-07-06,14:48:00,makan,13000,Makan di warteg
2024-07-06,13:21:00,tagihan,38000,Bayar layanan kebersihan lingkungan
2024-07-06,19:09:00,pulsa,10000,Pembayaran layanan telekomunikasi lainnya
2024-07-07,10:33:00,pakaian,44000,Beli topi dan sabuk
2024-07-07,14:57:00,hiburan,21000,Main game online berbayar
2024-07-07,17:08:00,tagihan,45000,Bayar tagihan telepon rumah
2024-07-07,18:09:00,pakaian,51000,Beli pakaian olahraga
2024-07-07,12:27:00,rumah,86000,"Pembelian alat keamanan rumah (CCTV, alarm)"
2024-07-08,17:54:00,hiburan,33000,Beli buku novel dan komik
2024-07-08,11:08:00,belanja,24000,Beli peralatan kebersihan rumah
2024-07-08,16:22:00,hiburan,38000,Nonton pertunjukan teater atau seni tradisional
2024-07-09,12:08:00,pajak,72000,Bayar pajak bumi dan bangunan (PBB)
2024-07-09,12:53:00,rumah,95000,Perbaikan atap rumah bocor
2024-07-09,08:20:00,asuransi,73000,Bayar premi asuransi kendaraan bermotor
2024-07-09,15:02:00,hiburan,42000,Berlangganan Netflix/Disney+
2024-07-10,08:25:00,kesehatan,87000,Pembelian masker dan hand sanitizer
2024-07-10,06:47:00,hiburan,25000,Beli buku novel dan komik
2024-07-10,14:07:00,belanja,79000,Beli alat elektronik kecil
2024-07-10,18:50:00,lain-lain,35000,Bayar denda tilang
2024-07-10,16:58:00,pakaian,31000,Beli sepatu formal
2024-07-11,09:42:00,tagihan,68000,Bayar tagihan telepon rumah
2024-07-11,10:41:00,makan,43000,Beli gorengan di sekolah
2024-07-11,21:04:00,makan,10000,Beli makanan online lewat aplikasi
2024-07-12,21:27:00,pakaian,72000,Beli pakaian olahraga
2024-07-12,09:32:00,makan,23000,Jajan cemilan pasar
2024-07-12,14:50:00,pajak,59000,Pelunasan denda pajak
2024-07-12,19:41:00,lain-lain,27000,Sedekah ke masjid atau panti asuhan
2024-07-13,15:36:00,makan,40000,Beli nasi bungkus
2024-07-13,06:36:00,rumah,52000,Beli kursi dan meja baru
2024-07-13,07:59:00,pulsa,6000,Bayar tagihan telepon prabayar
2024-07-14,18:37:00,tagihan,87000,Bayar tagihan gas elpiji
2024-07-14,09:18:00,pulsa,7000,Pembayaran layanan telekomunikasi lainnya
2024-07-14,18:41:00,hiburan,26000,Nonton pertunjukan teater atau seni tradisional
2024-07-14,15:44:00,pakaian,74000,Beli pakaian tradisional
2024-07-14,16:20:00,hiburan,41000,Mengikuti kelas musik atau tari
2024-07-15,14:15:00,rumah,92000,Perbaikan atap rumah bocor
2024-07-15,16:06:00,tagihan,40000,Bayar tagihan internet dan WiFi
2024-07-15,14:19:00,hiburan,25000,Mengikuti kelas musik atau tari
2024-07-15,10:59:00,rumah,91000,Beli tirai dan gorden
2024-07-16,06:48:00,pakaian,70000,Beli jaket dan sweater
2024-07-16,18:39:00,belanja,43000,Beli alat elektronik kecil
2024-07-16,15:49:00,pulsa,19000,Beli voucher TV kabel
2024-07-16,20:13:00,makan,37000,Beli sarapan di warung
2024-07-17,15:41:00,asuransi,68000,Bayar premi asuransi kesehatan
2024-07-17,06:17:00,rumah,83000,Perbaikan pipa dan keran air
2024-07-17,10:16:00,hiburan,25000,Langganan majalah hiburan
2024-07-18,16:10:00,kesehatan,49000,Konsultasi dokter umum
2024-07-18,11:54:00,asuransi,91000,Perpanjangan asuransi rumah
2024-07-18,14:57:00,lain-lain,11000,Transportasi darurat
2024-07-19,20:02:00,lain-lain,19000,Hadiah ulang tahun keluarga
2024-07-19,21:34:00,loundry,25000,Cuci pakaian harian
2024-07-19,17:19:00,loundry,14000,Setrika pakaian batik
2024-07-19,08:10:00,loundry,17000,Loundry pakaian anak
2024-07-20,17:50:00,belanja,61000,Belanja kebutuhan dapur
2024-07-20,07:38:00,loundry,20000,Setrika pakaian batik
2024-07-20,15:03:00,kesehatan,75000,Pembelian alat kesehatan seperti tensimeter
2024-07-21,15:57:00,lain-lain,40000,Bayar denda tilang
2024-07-21,08:40:00,rumah,52000,Perbaikan instalasi listrik rumah
2024-07-21,14:20:00,loundry,18000,Loundry seragam sekolah
2024-07-21,17:01:00,loundry,17000,Cuci pakaian harian
2024-07-22,13:45:00,pulsa,12000,Bayar tagihan telepon prabayar
2024-07-22,13:43:00,pakaian,49000,Beli topi dan sabuk
2024-07-22,17:03:00,rumah,57000,Ganti lampu rumah
2024-07-22,10:54:00,lain-lain,37000,Sedekah ke masjid atau panti asuhan
