Tanggal,Jam,Jenis,Kategori,Jumlah,Keterangan
2023-11-25,7:32,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-11-25,12:13,Pengeluaran,Rekreasi,105000,Jalan-jalan weekend
2023-11-25,13:35,Pengeluaran,Makan Siang,20000,Makan rutin
2023-11-25,19:53,Pengeluaran,Makan Malam,27000,Makan rutin
2023-11-26,6:40,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-11-26,10:06,Pengeluaran,Rekreasi,224000,Jalan-jalan weekend
2023-11-26,13:01,Pengeluaran,Makan Siang,22000,Makan rutin
2023-11-26,19:11,Pengeluaran,Makan Malam,29000,Makan rutin
2023-11-27,8:22,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-11-27,11:16,Pengeluaran,Bensin,51000,Pengisian bensin mingguan
2023-11-27,13:52,Pengeluaran,Makan Siang,22000,Makan rutin
2023-11-27,20:47,Pengeluaran,Makan Malam,23000,Makan rutin
2023-11-28,7:59,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-11-28,11:26,Pengeluaran,Makan Siang,21000,Makan rutin
2023-11-28,18:53,Pengeluaran,Makan Malam,18000,Makan rutin
2023-11-29,8:31,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-11-29,12:51,Pengeluaran,Makan Siang,24000,Makan rutin
2023-11-29,20:33,Pengeluaran,Makan Malam,20000,Makan rutin
2023-11-30,8:51,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-11-30,13:09,Pengeluaran,Makan Siang,25000,Makan rutin
2023-11-30,19:47,Pengeluaran,Makan Malam,18000,Makan rutin
2023-12-01,7:38,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-12-01,10:02,Pemasukan,Gaji,4000000,Gaji bulanan
2023-12-01,12:35,Pengeluaran,Makan Siang,28000,Makan rutin
2023-12-01,16:41,Pengeluaran,Belanja Bulanan,453000,Belanja kebutuhan bulanan
2023-12-01,20:54,Pengeluaran,Makan Malam,21000,Makan rutin
2023-12-02,8:02,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-12-02,12:41,Pengeluaran,Makan Siang,25000,Makan rutin
2023-12-02,14:26,Pengeluaran,Rekreasi,156000,Jalan-jalan weekend
2023-12-02,18:16,Pengeluaran,Makan Malam,19000,Makan rutin
2023-12-03,7:46,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-12-03,11:05,Pengeluaran,Makan Siang,25000,Makan rutin
2023-12-03,19:45,Pengeluaran,Makan Malam,24000,Makan rutin
2023-12-04,7:05,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-12-04,10:49,Pengeluaran,Bensin,63000,Pengisian bensin mingguan
2023-12-04,11:35,Pengeluaran,Makan Siang,17000,Makan rutin
2023-12-04,18:39,Pengeluaran,Makan Malam,17000,Makan rutin
2023-12-05,7:13,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-12-05,10:56,Pengeluaran,Listrik Kos,208000,Tagihan listrik kos
2023-12-05,11:39,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-05,18:19,Pengeluaran,Makan Malam,26000,Makan rutin
2023-12-06,6:37,Pengeluaran,Makan Pagi,23000,Makan rutin
2023-12-06,8:48,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2023-12-06,12:16,Pengeluaran,Makan Siang,27000,Makan rutin
2023-12-06,19:35,Pengeluaran,Makan Malam,20000,Makan rutin
2023-12-07,7:36,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-12-07,13:51,Pengeluaran,Makan Siang,20000,Makan rutin
2023-12-07,18:28,Pengeluaran,Makan Malam,26000,Makan rutin
2023-12-08,6:52,Pengeluaran,Makan Pagi,24000,Makan rutin
2023-12-08,13:42,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-08,18:44,Pengeluaran,Makan Malam,24000,Makan rutin
2023-12-09,8:00,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-12-09,13:36,Pengeluaran,Makan Siang,19000,Makan rutin
2023-12-09,18:06,Pengeluaran,Makan Malam,27000,Makan rutin
2023-12-10,6:39,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-12-10,10:26,Pengeluaran,Rekreasi,233000,Jalan-jalan weekend
2023-12-10,12:08,Pengeluaran,Makan Siang,19000,Makan rutin
2023-12-10,20:12,Pengeluaran,Makan Malam,27000,Makan rutin
2023-12-11,8:30,Pengeluaran,Makan Pagi,27000,Makan rutin
2023-12-11,11:12,Pengeluaran,Bensin,55000,Pengisian bensin mingguan
2023-12-11,12:45,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-11,18:46,Pengeluaran,Makan Malam,23000,Makan rutin
2023-12-12,7:54,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-12-12,12:59,Pengeluaran,Makan Siang,21000,Makan rutin
2023-12-12,20:05,Pengeluaran,Makan Malam,16000,Makan rutin
2023-12-13,6:57,Pengeluaran,Makan Pagi,25000,Makan rutin
2023-12-13,12:29,Pengeluaran,Makan Siang,15000,Makan rutin
2023-12-13,18:53,Pengeluaran,Makan Malam,20000,Makan rutin
2023-12-14,7:12,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2023-12-14,7:52,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-12-14,11:59,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-14,20:19,Pengeluaran,Makan Malam,29000,Makan rutin
2023-12-15,7:59,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-12-15,11:59,Pengeluaran,Makan Siang,19000,Makan rutin
2023-12-15,20:49,Pengeluaran,Makan Malam,15000,Makan rutin
2023-12-16,6:12,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-12-16,11:18,Pengeluaran,Makan Siang,24000,Makan rutin
2023-12-16,12:24,Pengeluaran,Rekreasi,195000,Jalan-jalan weekend
2023-12-16,20:17,Pengeluaran,Makan Malam,28000,Makan rutin
2023-12-17,6:23,Pengeluaran,Makan Pagi,26000,Makan rutin
2023-12-17,11:12,Pengeluaran,Makan Siang,20000,Makan rutin
2023-12-17,19:09,Pengeluaran,Makan Malam,22000,Makan rutin
2023-12-18,8:43,Pengeluaran,Makan Pagi,18000,Makan rutin
2023-12-18,9:55,Pengeluaran,Bensin,51000,Pengisian bensin mingguan
2023-12-18,11:25,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-18,19:22,Pengeluaran,Makan Malam,20000,Makan rutin
2023-12-19,7:37,Pengeluaran,Makan Pagi,21000,Makan rutin
2023-12-19,13:00,Pengeluaran,Makan Siang,28000,Makan rutin
2023-12-19,19:41,Pengeluaran,Makan Malam,24000,Makan rutin
2023-12-20,6:27,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-12-20,9:51,Pengeluaran,Transportasi Umum,13000,Transportasi alternatif
2023-12-20,13:34,Pengeluaran,Makan Siang,15000,Makan rutin
2023-12-20,20:10,Pengeluaran,Makan Malam,25000,Makan rutin
2023-12-21,6:50,Pengeluaran,Makan Pagi,17000,Makan rutin
2023-12-21,13:05,Pengeluaran,Makan Siang,15000,Makan rutin
2023-12-21,18:42,Pengeluaran,Makan Malam,17000,Makan rutin
2023-12-22,7:43,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-12-22,11:33,Pengeluaran,Makan Siang,19000,Makan rutin
2023-12-22,20:34,Pengeluaran,Makan Malam,18000,Makan rutin
2023-12-23,6:34,Pengeluaran,Makan Pagi,16000,Makan rutin
2023-12-23,12:53,Pengeluaran,Makan Siang,18000,Makan rutin
2023-12-23,20:01,Pengeluaran,Makan Malam,18000,Makan rutin
2023-12-24,8:12,Pengeluaran,Makan Pagi,19000,Makan rutin
2023-12-24,13:40,Pengeluaran,Makan Siang,20000,Makan rutin
2023-12-24,20:06,Pengeluaran,Makan Malam,15000,Makan rutin
2023-12-25,7:36,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-12-25,10:56,Pengeluaran,Bensin,54000,Pengisian bensin mingguan
2023-12-25,11:04,Pengeluaran,Makan Siang,16000,Makan rutin
2023-12-25,20:55,Pengeluaran,Makan Malam,15000,Makan rutin
2023-12-26,8:04,Pengeluaran,Makan Pagi,28000,Makan rutin
2023-12-26,11:14,Pengeluaran,Makan Siang,27000,Makan rutin
2023-12-26,19:43,Pengeluaran,Makan Malam,25000,Makan rutin
2023-12-27,7:46,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-12-27,11:51,Pengeluaran,Makan Siang,22000,Makan rutin
2023-12-27,18:06,Pengeluaran,Makan Malam,18000,Makan rutin
2023-12-28,6:21,Pengeluaran,Makan Pagi,22000,Makan rutin
2023-12-28,12:51,Pengeluaran,Makan Siang,20000,Makan rutin
2023-12-28,18:49,Pengeluaran,Makan Malam,22000,Makan rutin
2023-12-29,8:10,Pengeluaran,Makan Pagi,15000,Makan rutin
2023-12-29,12:11,Pengeluaran,Makan Siang,18000,Makan rutin
2023-12-29,19:30,Pengeluaran,Makan Malam,28000,Makan rutin
2023-12-30,7:01,Pengeluaran,Makan Pagi,29000,Makan rutin
2023-12-30,10:17,Pengeluaran,Rekreasi,170000,Jalan-jalan weekend
2023-12-30,11:04,Pengeluaran,Makan Siang,17000,Makan rutin
2023-12-30,19:04,Pengeluaran,Makan Malam,17000,Makan rutin
2023-12-31,6:59,Pengeluaran,Makan Pagi,20000,Makan rutin
2023-12-31,11:05,Pengeluaran,Makan Siang,22000,Makan rutin
2023-12-31,18:57,Pengeluaran,Makan Malam,20000,Makan rutin
2024-01-01,8:18,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-01-01,8:31,Pemasukan,Gaji,4000000,Gaji bulanan
2024-01-01,10:23,Pengeluaran,Bensin,66000,Pengisian bensin mingguan
2024-01-01,11:08,Pengeluaran,Makan Siang,26000,Makan rutin
2024-01-01,16:04,Pengeluaran,Belanja Bulanan,426000,Belanja kebutuhan bulanan
2024-01-01,19:55,Pengeluaran,Makan Malam,17000,Makan rutin
2024-01-02,7:27,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-01-02,11:25,Pengeluaran,Makan Siang,19000,Makan rutin
2024-01-02,20:36,Pengeluaran,Makan Malam,23000,Makan rutin
2024-01-03,8:39,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-01-03,13:45,Pengeluaran,Makan Siang,29000,Makan rutin
2024-01-03,19:14,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-04,8:04,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-01-04,13:22,Pengeluaran,Makan Siang,17000,Makan rutin
2024-01-04,19:46,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-05,8:56,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-01-05,11:40,Pengeluaran,Listrik Kos,211000,Tagihan listrik kos
2024-01-05,13:06,Pengeluaran,Makan Siang,25000,Makan rutin
2024-01-05,19:47,Pengeluaran,Makan Malam,20000,Makan rutin
2024-01-06,7:26,Pengeluaran,Transportasi Umum,27000,Transportasi alternatif
2024-01-06,7:43,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-01-06,13:01,Pengeluaran,Makan Siang,26000,Makan rutin
2024-01-06,19:45,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-07,8:00,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-01-07,12:16,Pengeluaran,Makan Siang,20000,Makan rutin
2024-01-07,18:16,Pengeluaran,Makan Malam,28000,Makan rutin
2024-01-08,6:20,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-01-08,9:08,Pengeluaran,Bensin,51000,Pengisian bensin mingguan
2024-01-08,11:59,Pengeluaran,Makan Siang,26000,Makan rutin
2024-01-08,20:59,Pengeluaran,Makan Malam,26000,Makan rutin
2024-01-09,7:18,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-01-09,11:24,Pengeluaran,Makan Siang,25000,Makan rutin
2024-01-09,20:57,Pengeluaran,Makan Malam,23000,Makan rutin
2024-01-10,8:27,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-01-10,13:44,Pengeluaran,Makan Siang,23000,Makan rutin
2024-01-10,19:52,Pengeluaran,Makan Malam,15000,Makan rutin
2024-01-11,6:38,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-01-11,11:29,Pengeluaran,Makan Siang,25000,Makan rutin
2024-01-11,18:59,Pengeluaran,Makan Malam,21000,Makan rutin
2024-01-12,8:07,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-01-12,9:38,Pengeluaran,Transportasi Umum,28000,Transportasi alternatif
2024-01-12,11:14,Pengeluaran,Makan Siang,21000,Makan rutin
2024-01-12,20:17,Pengeluaran,Makan Malam,29000,Makan rutin
2024-01-13,8:00,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-01-13,9:39,Pengeluaran,Transportasi Umum,21000,Transportasi alternatif
2024-01-13,13:21,Pengeluaran,Makan Siang,29000,Makan rutin
2024-01-13,20:05,Pengeluaran,Makan Malam,26000,Makan rutin
2024-01-14,7:18,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-01-14,13:41,Pengeluaran,Makan Siang,15000,Makan rutin
2024-01-14,14:22,Pengeluaran,Rekreasi,203000,Jalan-jalan weekend
2024-01-14,20:06,Pengeluaran,Makan Malam,20000,Makan rutin
2024-01-15,6:36,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-01-15,8:39,Pengeluaran,Transportasi Umum,24000,Transportasi alternatif
2024-01-15,11:15,Pengeluaran,Bensin,58000,Pengisian bensin mingguan
2024-01-15,13:00,Pengeluaran,Makan Siang,20000,Makan rutin
2024-01-15,20:39,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-16,7:25,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-01-16,12:50,Pengeluaran,Makan Siang,17000,Makan rutin
2024-01-16,19:06,Pengeluaran,Makan Malam,16000,Makan rutin
2024-01-17,6:08,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-01-17,11:52,Pengeluaran,Makan Siang,24000,Makan rutin
2024-01-17,19:36,Pengeluaran,Makan Malam,26000,Makan rutin
2024-01-18,8:38,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-01-18,12:06,Pengeluaran,Makan Siang,20000,Makan rutin
2024-01-18,19:42,Pengeluaran,Makan Malam,27000,Makan rutin
2024-01-19,6:35,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-01-19,13:47,Pengeluaran,Makan Siang,21000,Makan rutin
2024-01-19,20:54,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-20,7:23,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-01-20,13:17,Pengeluaran,Makan Siang,20000,Makan rutin
2024-01-20,20:29,Pengeluaran,Makan Malam,29000,Makan rutin
2024-01-21,6:51,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-01-21,12:34,Pengeluaran,Makan Siang,29000,Makan rutin
2024-01-21,18:50,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-22,7:44,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-01-22,9:31,Pengeluaran,Bensin,60000,Pengisian bensin mingguan
2024-01-22,12:25,Pengeluaran,Makan Siang,18000,Makan rutin
2024-01-22,20:33,Pengeluaran,Makan Malam,28000,Makan rutin
2024-01-23,8:49,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-01-23,12:13,Pengeluaran,Makan Siang,26000,Makan rutin
2024-01-23,20:43,Pengeluaran,Makan Malam,16000,Makan rutin
2024-01-24,7:01,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-01-24,12:23,Pengeluaran,Makan Siang,20000,Makan rutin
2024-01-24,19:54,Pengeluaran,Makan Malam,24000,Makan rutin
2024-01-25,7:19,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-01-25,11:04,Pengeluaran,Makan Siang,16000,Makan rutin
2024-01-25,20:56,Pengeluaran,Makan Malam,22000,Makan rutin
2024-01-26,8:22,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-01-26,12:53,Pengeluaran,Makan Siang,29000,Makan rutin
2024-01-26,19:12,Pengeluaran,Makan Malam,29000,Makan rutin
2024-01-27,7:50,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-01-27,12:13,Pengeluaran,Makan Siang,17000,Makan rutin
2024-01-27,19:39,Pengeluaran,Makan Malam,28000,Makan rutin
2024-01-28,6:06,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-01-28,12:27,Pengeluaran,Makan Siang,21000,Makan rutin
2024-01-28,20:49,Pengeluaran,Makan Malam,26000,Makan rutin
2024-01-29,6:17,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-01-29,11:19,Pengeluaran,Bensin,54000,Pengisian bensin mingguan
2024-01-29,12:55,Pengeluaran,Makan Siang,15000,Makan rutin
2024-01-29,18:32,Pengeluaran,Makan Malam,27000,Makan rutin
2024-01-30,7:02,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-01-30,13:41,Pengeluaran,Makan Siang,15000,Makan rutin
2024-01-30,20:14,Pengeluaran,Makan Malam,24000,Makan rutin
2024-01-31,7:28,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-01-31,11:42,Pengeluaran,Makan Siang,22000,Makan rutin
2024-01-31,18:15,Pengeluaran,Makan Malam,29000,Makan rutin
2024-02-01,8:17,Pemasukan,Gaji,4000000,Gaji bulanan
2024-02-01,8:34,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-02-01,12:07,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-01,18:55,Pengeluaran,Belanja Bulanan,428000,Belanja kebutuhan bulanan
2024-02-01,20:52,Pengeluaran,Makan Malam,15000,Makan rutin
2024-02-02,8:18,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-02-02,11:03,Pengeluaran,Makan Siang,27000,Makan rutin
2024-02-02,20:35,Pengeluaran,Makan Malam,19000,Makan rutin
2024-02-03,6:00,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-02-03,11:02,Pengeluaran,Makan Siang,17000,Makan rutin
2024-02-03,18:32,Pengeluaran,Makan Malam,25000,Makan rutin
2024-02-04,6:06,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-02-04,11:40,Pengeluaran,Makan Siang,22000,Makan rutin
2024-02-04,18:27,Pengeluaran,Makan Malam,24000,Makan rutin
2024-02-05,6:56,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-02-05,9:39,Pengeluaran,Bensin,67000,Pengisian bensin mingguan
2024-02-05,11:06,Pengeluaran,Listrik Kos,249000,Tagihan listrik kos
2024-02-05,12:20,Pengeluaran,Makan Siang,22000,Makan rutin
2024-02-05,18:40,Pengeluaran,Makan Malam,16000,Makan rutin
2024-02-06,6:15,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-02-06,13:19,Pengeluaran,Makan Siang,22000,Makan rutin
2024-02-06,18:19,Pengeluaran,Makan Malam,19000,Makan rutin
2024-02-07,8:49,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-02-07,12:45,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-07,20:51,Pengeluaran,Makan Malam,27000,Makan rutin
2024-02-08,7:23,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-02-08,13:02,Pengeluaran,Makan Siang,19000,Makan rutin
2024-02-08,19:49,Pengeluaran,Makan Malam,21000,Makan rutin
2024-02-09,8:16,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-02-09,11:13,Pengeluaran,Makan Siang,21000,Makan rutin
2024-02-09,20:53,Pengeluaran,Makan Malam,18000,Makan rutin
2024-02-10,6:18,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-02-10,11:05,Pengeluaran,Makan Siang,26000,Makan rutin
2024-02-10,13:57,Pengeluaran,Rekreasi,112000,Jalan-jalan weekend
2024-02-10,20:19,Pengeluaran,Makan Malam,23000,Makan rutin
2024-02-11,7:07,Pengeluaran,Makan Pagi,15000,Makan rutin
2024-02-11,10:22,Pengeluaran,Rekreasi,130000,Jalan-jalan weekend
2024-02-11,12:44,Pengeluaran,Makan Siang,20000,Makan rutin
2024-02-11,18:05,Pengeluaran,Makan Malam,15000,Makan rutin
2024-02-12,8:05,Pengeluaran,Transportasi Umum,21000,Transportasi alternatif
2024-02-12,8:11,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-02-12,10:33,Pengeluaran,Bensin,53000,Pengisian bensin mingguan
2024-02-12,12:11,Pengeluaran,Makan Siang,22000,Makan rutin
2024-02-12,18:11,Pengeluaran,Makan Malam,25000,Makan rutin
2024-02-13,7:59,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-02-13,11:01,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-13,19:32,Pengeluaran,Makan Malam,28000,Makan rutin
2024-02-14,8:42,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-02-14,11:49,Pengeluaran,Makan Siang,25000,Makan rutin
2024-02-14,20:52,Pengeluaran,Makan Malam,21000,Makan rutin
2024-02-15,6:53,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-02-15,11:17,Pengeluaran,Makan Siang,17000,Makan rutin
2024-02-15,19:01,Pengeluaran,Makan Malam,19000,Makan rutin
2024-02-16,6:53,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-02-16,8:20,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2024-02-16,11:29,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-16,18:31,Pengeluaran,Makan Malam,21000,Makan rutin
2024-02-17,8:01,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-02-17,13:33,Pengeluaran,Makan Siang,16000,Makan rutin
2024-02-17,14:49,Pengeluaran,Rekreasi,125000,Jalan-jalan weekend
2024-02-17,19:35,Pengeluaran,Makan Malam,27000,Makan rutin
2024-02-18,8:29,Pengeluaran,Transportasi Umum,25000,Transportasi alternatif
2024-02-18,8:46,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-02-18,11:05,Pengeluaran,Makan Siang,24000,Makan rutin
2024-02-18,20:51,Pengeluaran,Makan Malam,25000,Makan rutin
2024-02-19,7:04,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-02-19,10:35,Pengeluaran,Bensin,54000,Pengisian bensin mingguan
2024-02-19,11:59,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-19,18:22,Pengeluaran,Makan Malam,21000,Makan rutin
2024-02-20,8:02,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-02-20,12:57,Pengeluaran,Makan Siang,21000,Makan rutin
2024-02-20,18:47,Pengeluaran,Makan Malam,28000,Makan rutin
2024-02-21,8:55,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-02-21,13:57,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-21,20:36,Pengeluaran,Makan Malam,29000,Makan rutin
2024-02-22,6:48,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-02-22,9:15,Pengeluaran,Transportasi Umum,29000,Transportasi alternatif
2024-02-22,11:50,Pengeluaran,Makan Siang,21000,Makan rutin
2024-02-22,19:55,Pengeluaran,Makan Malam,20000,Makan rutin
2024-02-23,7:38,Pengeluaran,Makan Pagi,16000,Makan rutin
2024-02-23,13:46,Pengeluaran,Makan Siang,18000,Makan rutin
2024-02-23,19:10,Pengeluaran,Makan Malam,22000,Makan rutin
2024-02-24,8:17,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-02-24,8:39,Pengeluaran,Transportasi Umum,27000,Transportasi alternatif
2024-02-24,13:42,Pengeluaran,Makan Siang,22000,Makan rutin
2024-02-24,20:41,Pengeluaran,Makan Malam,24000,Makan rutin
2024-02-25,7:34,Pengeluaran,Makan Pagi,21000,Makan rutin
2024-02-25,13:32,Pengeluaran,Makan Siang,27000,Makan rutin
2024-02-25,20:55,Pengeluaran,Makan Malam,23000,Makan rutin
2024-02-26,6:05,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-02-26,9:33,Pengeluaran,Transportasi Umum,10000,Transportasi alternatif
2024-02-26,10:28,Pengeluaran,Bensin,61000,Pengisian bensin mingguan
2024-02-26,11:15,Pengeluaran,Makan Siang,15000,Makan rutin
2024-02-26,18:51,Pengeluaran,Makan Malam,20000,Makan rutin
2024-02-27,6:47,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-02-27,13:55,Pengeluaran,Makan Siang,28000,Makan rutin
2024-02-27,19:05,Pengeluaran,Makan Malam,26000,Makan rutin
2024-02-28,7:52,Pengeluaran,Makan Pagi,22000,Makan rutin
2024-02-28,11:20,Pengeluaran,Makan Siang,15000,Makan rutin
2024-02-28,19:19,Pengeluaran,Makan Malam,17000,Makan rutin
2024-02-29,8:06,Pengeluaran,Makan Pagi,17000,Makan rutin
2024-02-29,12:06,Pengeluaran,Makan Siang,19000,Makan rutin
2024-02-29,20:25,Pengeluaran,Makan Malam,21000,Makan rutin
2024-03-01,7:56,Pengeluaran,Makan Pagi,23000,Makan rutin
2024-03-01,9:12,Pemasukan,Gaji,4000000,Gaji bulanan
2024-03-01,12:15,Pengeluaran,Makan Siang,17000,Makan rutin
2024-03-01,18:41,Pengeluaran,Belanja Bulanan,412000,Belanja kebutuhan bulanan
2024-03-01,20:57,Pengeluaran,Makan Malam,20000,Makan rutin
2024-03-02,6:34,Pengeluaran,Makan Pagi,25000,Makan rutin
2024-03-02,8:01,Pengeluaran,Transportasi Umum,11000,Transportasi alternatif
2024-03-02,13:23,Pengeluaran,Rekreasi,146000,Jalan-jalan weekend
2024-03-02,13:34,Pengeluaran,Makan Siang,21000,Makan rutin
2024-03-02,20:41,Pengeluaran,Makan Malam,25000,Makan rutin
2024-03-03,7:13,Pengeluaran,Makan Pagi,19000,Makan rutin
2024-03-03,11:07,Pengeluaran,Makan Siang,19000,Makan rutin
2024-03-03,19:49,Pengeluaran,Makan Malam,29000,Makan rutin
2024-03-04,8:48,Pengeluaran,Makan Pagi,20000,Makan rutin
2024-03-04,9:22,Pengeluaran,Bensin,68000,Pengisian bensin mingguan
2024-03-04,12:34,Pengeluaran,Makan Siang,15000,Makan rutin
2024-03-04,19:36,Pengeluaran,Makan Malam,20000,Makan rutin
2024-03-05,6:43,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-03-05,11:52,Pengeluaran,Listrik Kos,211000,Tagihan listrik kos
2024-03-05,12:22,Pengeluaran,Makan Siang,28000,Makan rutin
2024-03-05,20:46,Pengeluaran,Makan Malam,16000,Makan rutin
2024-03-06,8:12,Pengeluaran,Makan Pagi,27000,Makan rutin
2024-03-06,12:15,Pengeluaran,Makan Siang,17000,Makan rutin
2024-03-06,19:43,Pengeluaran,Makan Malam,26000,Makan rutin
2024-03-07,8:15,Pengeluaran,Makan Pagi,18000,Makan rutin
2024-03-07,11:58,Pengeluaran,Makan Siang,23000,Makan rutin
2024-03-07,19:13,Pengeluaran,Makan Malam,21000,Makan rutin
2024-03-08,7:14,Pengeluaran,Makan Pagi,24000,Makan rutin
2024-03-08,13:10,Pengeluaran,Makan Siang,26000,Makan rutin
2024-03-08,18:55,Pengeluaran,Makan Malam,18000,Makan rutin
2024-03-09,7:45,Pengeluaran,Makan Pagi,28000,Makan rutin
2024-03-09,13:58,Pengeluaran,Makan Siang,25000,Makan rutin
2024-03-09,19:32,Pengeluaran,Makan Malam,21000,Makan rutin
2024-03-10,6:29,Pengeluaran,Makan Pagi,29000,Makan rutin
2024-03-10,11:25,Pengeluaran,Makan Siang,16000,Makan rutin
2024-03-10,19:11,Pengeluaran,Makan Malam,25000,Makan rutin
2024-03-11,7:24,Pengeluaran,Makan Pagi,26000,Makan rutin
2024-03-11,11:18,Pengeluaran,Bensin,58000,Pengisian bensin mingguan
2024-03-11,12:30,Pengeluaran,Makan Siang,16000,Makan rutin
2024-03-11,19:11,Pengeluaran,Makan Malam,28000,Makan rutin
